MASTER_REQUIREMENT	SOURCE_PATH	TARGET_PACKAGE	TARGET_PATH	STATUS	NOTES
OWNER_REVIEW_CHECKLIST.md	OWNER_REVIEW_CHECKLIST.md	Package 5	PROJECT_GOVERNANCE/OWNER_REVIEW_CHECKLIST.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
PACKAGING_REPORT.txt	PACKAGING_REPORT.txt	Package 5	PROJECT_GOVERNANCE/PACKAGING_REPORT.txt	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
PROJECT_METADATA.json	PROJECT_METADATA.json	Package 5	PROJECT_GOVERNANCE/PROJECT_METADATA.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
PROJECT_STATUS.md	PROJECT_STATUS.md	Package 5	PROJECT_GOVERNANCE/PROJECT_STATUS.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
README.md	README.md	Package 5	PROJECT_GOVERNANCE/README.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
README_IT.md	README_IT.md	Package 5	PROJECT_GOVERNANCE/README_IT.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
REFERENCES/DEPRECATED_WORKING_ARCHIVES.md	REFERENCES/DEPRECATED_WORKING_ARCHIVES.md	Package 5	PROJECT_GOVERNANCE/REFERENCES/DEPRECATED_WORKING_ARCHIVES.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
REFERENCES/NOESAR_EVOLUTION_MASTER_PROJECT_HANDOFF_V3_1.zip.sha256	REFERENCES/NOESAR_EVOLUTION_MASTER_PROJECT_HANDOFF_V3_1.zip.sha256	Package 5	Not included	NOT_APPLICABLE	Deprecated binary reference archive excluded to satisfy no-nested-ZIP rule.
REFERENCES/NOESAR_EVOLUTION_MASTER_PROJECT_HANDOFF_V3_1_PACKAGING_REPORT.txt	REFERENCES/NOESAR_EVOLUTION_MASTER_PROJECT_HANDOFF_V3_1_PACKAGING_REPORT.txt	Package 5	PROJECT_GOVERNANCE/REFERENCES/NOESAR_EVOLUTION_MASTER_PROJECT_HANDOFF_V3_1_PACKAGING_REPORT.txt	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
REFERENCES/NOESAR_EVOLUTION_OS_V2_ENGINEERING_HANDOFF.zip.sha256	REFERENCES/NOESAR_EVOLUTION_OS_V2_ENGINEERING_HANDOFF.zip.sha256	Package 5	Not included	NOT_APPLICABLE	Deprecated binary reference archive excluded to satisfy no-nested-ZIP rule.
REFERENCES/REFERENCE_CHAIN.md	REFERENCES/REFERENCE_CHAIN.md	Package 5	PROJECT_GOVERNANCE/REFERENCES/REFERENCE_CHAIN.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/capability-manifest.schema.json	SCHEMAS/capability-manifest.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/capability-manifest.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/compliance-pack.schema.json	SCHEMAS/compliance-pack.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/compliance-pack.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/data-classification.schema.json	SCHEMAS/data-classification.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/data-classification.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/grant-work-package.schema.json	SCHEMAS/grant-work-package.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/grant-work-package.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/industry-module-manifest.schema.json	SCHEMAS/industry-module-manifest.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/industry-module-manifest.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/model-descriptor.schema.json	SCHEMAS/model-descriptor.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/model-descriptor.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/owner-entitlement.schema.json	SCHEMAS/owner-entitlement.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/owner-entitlement.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/project-state.schema.json	SCHEMAS/project-state.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/project-state.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/runtime-adapter.schema.json	SCHEMAS/runtime-adapter.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/runtime-adapter.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SCHEMAS/update-metadata.schema.json	SCHEMAS/update-metadata.schema.json	Package 3	MASTER_REFERENCE/SCHEMAS/update-metadata.schema.json	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
SOURCE_REGISTRY.md	SOURCE_REGISTRY.md	Package 5	PROJECT_GOVERNANCE/SOURCE_REGISTRY.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
TOOLS/README.md	TOOLS/README.md	Package 5	PROJECT_GOVERNANCE/README.md	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
TOOLS/verify_package.py	TOOLS/verify_package.py	Package 5	PROJECT_GOVERNANCE/verify_package.py	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
TRACEABILITY_MATRIX.csv	TRACEABILITY_MATRIX.csv	Package 5	PROJECT_GOVERNANCE/TRACEABILITY_MATRIX.csv	MAPPED	Requirement/document is preserved; implementation status is tracked separately.
